
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: 8N0906018BP 0002.ecu

ECU identified with following data:
HWNumber    = 0261208054       (requested was 0261208054)
SWNumber    = 1037366474       (requested was 1037366474)
PartNumber  = 8N0906018BP      (requested was 8N0906018BP)
SWVersion   = 0002             (requested was 0002)
EngineId    = 1.8L R4/5VT      (requested was 1.8L R4/5VT)
VAGHWNumber = 
ModelId     = 

Log packet size: 19 bytes
Logging with:    20 samples/second
Used speed is:   56000 baud
Used mode is:    HM0
Log started at:  30.04.2023 17:46:40.129

TimeStamp, fr_w      , lambts_w  , lamsoni_w , lbz       , mshfm_w   , nmot      , plsol     , tans      , tats_w    , tmot      , ub        , vfzg      , wnwi_w    
   80.850, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   80.900, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   80.950, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   81.000, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   81.050, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   81.100, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   81.150, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   81.200, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   81.250, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   81.300, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   81.350, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   81.400, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   81.450, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   81.500, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   81.550, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   81.600, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   81.650, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   81.700, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   81.750, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   81.800, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   81.850, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   81.900, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   81.950, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   82.000, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   82.050, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   82.100, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   82.150, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   82.200, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   82.250, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   82.300, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   82.350, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   82.400, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   82.450, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   82.500, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   82.550, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   82.600, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   82.650, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   82.700, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   82.750, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   82.800, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   82.850, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   82.900, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   82.950, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   83.000, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   83.050, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   83.100, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   83.150, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   83.200, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   83.250, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   83.300, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   83.350, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   83.400, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   83.450, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   83.500, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   83.550, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   83.600, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   83.650, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   83.700, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   83.750, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   83.800, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   83.850, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   83.900, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   83.950, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   84.000, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   84.050, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   84.100, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   84.150, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   84.200, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   84.250, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   84.300, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   84.350, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   84.400, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   84.450, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   84.500, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   84.550, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   84.600, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   84.650, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   84.700, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   84.750, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   84.800, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   84.850, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   84.900, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   84.950, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   85.000, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   85.050, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   85.100, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   85.150, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   85.200, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   85.250, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   85.300, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   85.350, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   85.400, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   85.450, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   85.500, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   85.550, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   85.600, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   85.650, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   85.700, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   85.750, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   85.800, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   85.850, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   85.900, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   85.950, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   86.000, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   86.050, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   86.100, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   86.150, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   86.200, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   86.250, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   86.300, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   86.350, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   86.400, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   86.450, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   86.500, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   86.550, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   86.600, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   86.650, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   86.700, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   86.750, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   86.800, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   86.850, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   86.900, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   86.950, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   87.000, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   87.050, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   87.100, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   87.150, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   87.200, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   87.250, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   87.300, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   87.350, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   87.400, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   87.450, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   87.500, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   87.550, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   87.600, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   87.650, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   87.700, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   87.750, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   87.800, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   87.850, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   87.900, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   87.950, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   88.000, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   88.050, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   88.100, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   88.150, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   88.200, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   88.250, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   88.300, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   88.350, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   88.400, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   88.450, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   88.500, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   88.550, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   88.600, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   88.650, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   88.700, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   88.750, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   88.800, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   88.850, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   88.900, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   88.950, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   89.000, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   89.050, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   89.100, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   89.150, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   89.200, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   89.250, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   89.300, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   89.350, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   89.400, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   89.450, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   89.500, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   89.550, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   89.600, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   89.650, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   89.700, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   89.750, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   89.800, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   89.850, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   89.900, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   89.950, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   90.000, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   90.050, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   90.100, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   90.150, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   90.200, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   90.250, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   90.300, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   90.350, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   90.400, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   90.450, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   90.500, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   90.550, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   90.600, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   90.650, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   90.700, 1         , 1         , 1.00342   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   90.750, 1         , 1         , 1         , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   90.800, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   90.850, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   90.900, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   90.950, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
   91.000, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   91.050, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   91.100, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.1088   , 0         , 0         
   91.150, 1         , 1         , 1.00195   , 0         , 0         , 0         , 940       , 48        , 1110      , -9.75     , 12.0384   , 0         , 0         
